YearStart,LocationAbbr,Topic,Question,DataValue
2015,US,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,65.5
2015,US,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among high school students,29.9
2015,US,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among women aged 18-44 years,53.3
2015,US,"Nutrition, Physical Activity, and Weight Status",Television viewing among high school students,24.7
2015,US,"Nutrition, Physical Activity, and Weight Status",Computer use among high school students,41.7
2015,US,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,39.3
2015,US,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,27.4
2015,US,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,33
2015,US,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,38.6
2015,US,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,27.1
2015,US,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,32.7
2015,US,"Nutrition, Physical Activity, and Weight Status",Healthy weight among high school students,67.3
2015,US,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among high school students,1
2015,US,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among high school students,1.1
2015,US,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5
2015,US,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3
2015,US,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4
2014,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,48.9
2014,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,44.8
2014,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,47.1
2014,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,81.4
2014,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,77.5
2014,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,79.4
2014,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,82.6
2014,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,77.4
2014,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,79.4
2014,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,46.3
2014,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,42.1
2014,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,43.3
2014,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,62.6
2014,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,64.4
2014,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,64.5
2014,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,63.4
2014,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,64.1
2014,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,64.6
2014,US,Diabetes,Diabetes prevalence among women aged 18-44 years,5.7
2014,US,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,30
2014,US,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,29.3
2014,US,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,29.8
2014,US,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,29.3
2014,US,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,29.4
2014,US,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,29.6
2013,US,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,80.4
2013,US,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,76.7
2013,US,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,78.5
2013,US,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,82.2
2013,US,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,77.4
2013,US,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,80.1
2013,US,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,31.4
2013,US,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,35.1
2013,US,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,33.3
2013,US,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,38.4
2013,US,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,39.9
2013,US,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,36.7
2013,US,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,1.1
2013,US,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,1
2013,US,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,1
2013,US,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4
2013,US,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3
2013,US,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3
2012,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,41.6
2012,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,35.6
2012,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,36.8
2012,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,49.7
2012,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,43.3
2012,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,46.2
2012,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,80.8
2012,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,76
2012,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,78.7
2012,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,81.1
2012,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,75.4
2012,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,78.5
2012,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,37.8
2012,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,34
2012,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,35.8
2012,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,45.4
2012,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,42.8
2012,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,44
2012,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,62.5
2012,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,64.6
2012,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,63.7
2012,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,62.9
2012,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,64.5
2012,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,63.9
2012,US,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,61.2
2012,US,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,52.8
2012,US,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,57.5
2012,US,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,57.4
2012,US,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,53.1
2012,US,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,55.9
2012,US,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,37.4
2012,US,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,22.6
2012,US,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,30.6
2012,US,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,32.6
2012,US,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,22
2012,US,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,27.1
2012,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,45.2
2012,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,39.9
2012,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,43.3
2012,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,51.4
2012,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,48.4
2012,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,50.3
2012,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,64.4
2012,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,67.4
2012,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,66.2
2012,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,64.4
2012,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,67.3
2012,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,65.9
2012,US,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,41.3
2012,US,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,38.1
2012,US,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,40.8
2012,US,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,49.5
2012,US,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,45.3
2012,US,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,48.1
2012,US,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,78.9
2012,US,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,74.2
2012,US,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,76.6
2012,US,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,78.6
2012,US,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,73.9
2012,US,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,76.3
2012,US,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.4
2012,US,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8
2012,US,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9
2012,US,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2
2012,US,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3
2012,US,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7
2012,US,Diabetes,Diabetes prevalence among women aged 18-44 years,5.7
2012,US,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,68.7
2012,US,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,67.3
2012,US,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,67.7
2012,US,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,71.4
2012,US,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,73.9
2012,US,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,72.9
2012,US,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,71.2
2012,US,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,66.5
2012,US,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,69.8
2012,US,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,74.8
2012,US,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,71.8
2012,US,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,73.2
2012,US,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,59.5
2012,US,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,55.7
2012,US,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,58.4
2012,US,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,68.7
2012,US,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,67.1
2012,US,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,68.1
2012,US,Diabetes,Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes,59.3
2012,US,Diabetes,Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes,56.6
2012,US,Diabetes,Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes,58.2
2012,US,Diabetes,Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes,59
2012,US,Diabetes,Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes,57.6
2012,US,Diabetes,Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes,59.1
2012,US,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,4.4
2012,US,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,3.3
2012,US,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,3.9
2012,US,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,15.2
2012,US,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,27.6
2012,US,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,28.1
2012,US,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,27.6
2012,US,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,27.5
2012,US,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,27.8
2012,US,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,27.6
2012,US,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,23.6
2012,US,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,20.9
2012,US,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,22.5
2012,US,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,24
2012,US,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,20.9
2012,US,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,22.9
2012,US,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,57.6
2012,US,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,71.1
2012,US,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,63.8
2012,US,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,57.7
2012,US,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,70.5
2012,US,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,64.2
2012,US,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among women aged 18-44 years,50.9
2012,US,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,40.1
2012,US,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,28
2012,US,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,34
2012,US,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,39.9
2012,US,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,28.4
2012,US,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,34.2
2011,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,43.7
2011,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,34.1
2011,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,37.2
2011,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,52.5
2011,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,46.9
2011,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,47.9
2011,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,82.1
2011,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,77.8
2011,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,79.4
2011,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,82.6
2011,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,77.8
2011,US,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,79.9
2011,US,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,80.5
2011,US,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,76.4
2011,US,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,77.9
2011,US,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,81.5
2011,US,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,76.2
2011,US,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,79.2
2011,US,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,31.3
2011,US,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,35.3
2011,US,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,33.2
2011,US,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,38.4
2011,US,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,39.9
2011,US,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,36.7
2011,US,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,27.1
2011,US,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,32
2011,US,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,29.9
2011,US,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,29.9
2011,US,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,31.9
2011,US,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,30.8
2011,US,Cardiovascular Disease,Awareness of high blood pressure among women aged 18-44 years,13.4
2011,US,Cardiovascular Disease,Taking medicine for high blood pressure control among adults aged >= 18 years with high blood pressure,63.2
2011,US,Cardiovascular Disease,Taking medicine for high blood pressure control among adults aged >= 18 years with high blood pressure,57
2011,US,Cardiovascular Disease,Taking medicine for high blood pressure control among adults aged >= 18 years with high blood pressure,59.5
2011,US,Cardiovascular Disease,Taking medicine for high blood pressure control among adults aged >= 18 years with high blood pressure,82.5
2011,US,Cardiovascular Disease,Taking medicine for high blood pressure control among adults aged >= 18 years with high blood pressure,73.2
2011,US,Cardiovascular Disease,Taking medicine for high blood pressure control among adults aged >= 18 years with high blood pressure,77.7
2011,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,42.1
2011,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,35.6
2011,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,36.9
2011,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,46.2
2011,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,44
2011,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,45.6
2011,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,63.8
2011,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,64.7
2011,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,64.1
2011,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,63.3
2011,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,64.8
2011,US,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,64.4
2011,US,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,56.2
2011,US,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,57.9
2011,US,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,56
2011,US,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,56.6
2011,US,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,54.1
2011,US,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,55.6
2011,US,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,59.1
2011,US,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,57.1
2011,US,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,58.2
2011,US,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.7
2011,US,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.8
2011,US,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.5
2011,US,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,62.2
2011,US,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,60.3
2011,US,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,60.6
2011,US,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8
2011,US,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9
2011,US,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.6
2011,US,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.9
2011,US,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.5
2011,US,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,36.8
2011,US,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,25.6
2011,US,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,31.4
2011,US,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,33.1
2011,US,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,20.4
2011,US,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,26.5
2011,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,45.8
2011,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,40.3
2011,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,44.4
2011,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,52
2011,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,47.8
2011,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,49.4
2011,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,65.1
2011,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,66
2011,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,66.2
2011,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,65
2011,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,65.5
2011,US,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,66.1
2011,US,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,46.3
2011,US,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,43.1
2011,US,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,43.6
